,ALLSKY_SFC_SW_DWN,WS10M,T2M,PRECTOTCORR,provincia,altitud
2021-11-27,168.21,1.84,13.28,4.27,Imbabura,2225
2021-11-28,167.41,1.88,13.19,0.45,Imbabura,2225
2021-11-29,158.74,1.47,12.28,12.53,Imbabura,2225
2021-11-30,158.38,2.37,12.3,9.42,Imbabura,2225
2021-12-01,137.63,2.26,13.02,1.47,Imbabura,2225
2021-12-02,164.56,2.42,12.96,4.76,Imbabura,2225
2021-12-03,135.15,2.52,13.31,4.38,Imbabura,2225
2021-12-04,121.56,2.42,13.4,0.72,Imbabura,2225
2021-12-05,131.9,2.84,13.08,2.55,Imbabura,2225
2021-12-06,132.82,2.77,13.42,0.87,Imbabura,2225
2021-12-07,128.25,3.44,13.23,2.33,Imbabura,2225
2021-12-08,151.26,1.9,13.63,1.2,Imbabura,2225
2021-12-09,122.04,1.96,14.37,0.88,Imbabura,2225
2021-12-10,133.67,1.73,14.23,8.86,Imbabura,2225
2021-12-11,93.31,2.14,13.51,12.32,Imbabura,2225
2021-12-12,85.44,3.68,12.58,5.49,Imbabura,2225
2021-12-13,186.32,2.35,12.74,9.11,Imbabura,2225
2021-12-14,124.66,2.27,12.43,5.39,Imbabura,2225
2021-12-15,148.79,1.45,12.52,4.23,Imbabura,2225
2021-12-16,113.21,1.32,13.11,6.42,Imbabura,2225
2021-12-17,107.12,2.08,13.24,15.86,Imbabura,2225
2021-12-18,99.95,1.64,12.98,8.27,Imbabura,2225
2021-12-19,118.49,1.83,13.32,8.47,Imbabura,2225
2021-12-20,120.61,1.5,13.7,3.21,Imbabura,2225
2021-12-21,142.94,2.1,12.88,5.9,Imbabura,2225
2021-12-22,129.49,2.64,12.48,2.22,Imbabura,2225
2021-12-23,159.85,1.35,13.7,2.52,Imbabura,2225
2021-12-24,178.65,1.71,13.9,3.88,Imbabura,2225
2021-12-25,147.48,1.8,14.07,2.58,Imbabura,2225
2021-12-26,133.7,1.3,13.41,3.2,Imbabura,2225
2021-12-27,171.03,1.21,13.85,1.21,Imbabura,2225
2021-12-28,156.55,1.19,13.79,0.98,Imbabura,2225
2021-12-29,109.3,1.71,13.8,6.69,Imbabura,2225
2021-12-30,143.96,1.5,13.6,2.16,Imbabura,2225
2021-12-31,171.99,2.2,14.2,0.31,Imbabura,2225
2022-01-01,141.68,1.84,13.86,0.31,Imbabura,2225
2022-01-02,161.43,1.75,13.64,0.07,Imbabura,2225
2022-01-03,175.61,1.78,14.27,0.68,Imbabura,2225
2022-01-04,155.42,1.8,13.36,6.69,Imbabura,2225
2022-01-05,129.59,1.02,13.03,9.03,Imbabura,2225
2022-01-06,122.13,2.75,12.02,1.68,Imbabura,2225
2022-01-07,149.15,2.03,12.29,0.57,Imbabura,2225
2022-01-08,208.21,1.78,13.36,0.22,Imbabura,2225
2022-01-09,158.26,2.46,12.54,0.09,Imbabura,2225
2022-01-10,123.73,2.3,12.0,1.9,Imbabura,2225
2022-01-11,187.45,2.46,12.43,0.9,Imbabura,2225
2022-01-12,172.15,2.14,11.5,4.07,Imbabura,2225
2022-01-13,146.68,1.87,12.58,8.29,Imbabura,2225
2022-01-14,154.79,1.74,13.06,5.4,Imbabura,2225
2022-01-15,127.44,2.47,12.56,1.46,Imbabura,2225
2022-01-16,164.39,2.46,12.17,0.24,Imbabura,2225
2022-01-17,162.62,2.12,12.61,0.01,Imbabura,2225
2022-01-18,169.06,1.91,13.71,0.27,Imbabura,2225
2022-01-19,176.67,3.13,13.63,0.97,Imbabura,2225
2022-01-20,123.13,4.34,13.19,0.99,Imbabura,2225
2022-01-21,143.78,2.76,13.47,1.99,Imbabura,2225
2022-01-22,142.22,2.1,13.42,2.31,Imbabura,2225
2022-01-23,167.92,1.29,13.88,2.29,Imbabura,2225
2022-01-24,134.46,1.89,13.77,0.82,Imbabura,2225
2022-01-25,119.82,1.48,12.55,8.49,Imbabura,2225
2022-01-26,194.89,1.3,12.64,4.03,Imbabura,2225
2022-01-27,107.31,2.63,12.47,6.68,Imbabura,2225
2022-01-28,160.44,3.22,12.45,6.72,Imbabura,2225
2022-01-29,195.32,3.45,12.51,2.85,Imbabura,2225
2022-01-30,168.93,4.18,12.79,4.52,Imbabura,2225
2022-01-31,143.15,3.47,12.92,6.01,Imbabura,2225
2022-02-01,180.52,1.73,13.37,1.51,Imbabura,2225
2022-02-02,145.7,1.99,13.6,0.01,Imbabura,2225
2022-02-03,146.79,2.01,13.13,0.2,Imbabura,2225
2022-02-04,138.24,1.19,12.91,0.79,Imbabura,2225
2022-02-05,157.34,2.07,12.8,1.68,Imbabura,2225
2022-02-06,124.71,1.42,12.72,4.57,Imbabura,2225
2022-02-07,124.8,1.77,12.73,5.35,Imbabura,2225
2022-02-08,148.93,1.74,12.44,1.71,Imbabura,2225
2022-02-09,147.65,1.36,12.83,0.74,Imbabura,2225
2022-02-10,154.48,1.54,13.66,2.82,Imbabura,2225
2022-02-11,164.3,1.6,13.59,2.58,Imbabura,2225
2022-02-12,159.34,1.58,12.86,1.04,Imbabura,2225
2022-02-13,132.26,1.42,12.14,2.87,Imbabura,2225
2022-02-14,159.95,1.43,12.93,4.79,Imbabura,2225
2022-02-15,147.39,1.63,13.07,1.27,Imbabura,2225
2022-02-16,139.09,1.65,12.48,0.27,Imbabura,2225
2022-02-17,158.32,1.64,13.26,1.68,Imbabura,2225
2022-02-18,96.64,1.62,12.39,5.37,Imbabura,2225
2022-02-19,166.56,2.23,13.06,5.22,Imbabura,2225
2022-02-20,144.63,2.06,12.71,17.14,Imbabura,2225
2022-02-21,189.69,1.69,13.48,4.78,Imbabura,2225
2022-02-22,139.21,1.42,13.16,2.32,Imbabura,2225
2022-02-23,102.98,2.0,13.13,3.16,Imbabura,2225
2022-02-24,105.44,1.36,12.68,5.14,Imbabura,2225
2022-02-25,126.13,1.49,13.35,5.54,Imbabura,2225
2022-02-26,124.35,1.57,12.98,9.0,Imbabura,2225
2022-02-27,111.49,1.33,12.66,16.08,Imbabura,2225
2022-02-28,151.38,1.87,12.98,7.47,Imbabura,2225
2022-03-01,160.46,1.76,13.04,9.19,Imbabura,2225
2022-03-02,143.37,1.29,12.56,4.19,Imbabura,2225
2022-03-03,160.84,1.16,12.41,3.06,Imbabura,2225
2022-03-04,178.45,1.31,13.36,4.65,Imbabura,2225
2022-03-05,151.37,2.08,13.23,13.28,Imbabura,2225
2022-03-06,152.11,2.35,11.5,7.37,Imbabura,2225
2022-03-07,185.26,3.23,12.03,6.47,Imbabura,2225
2022-03-08,198.69,2.62,12.66,1.98,Imbabura,2225
2022-03-09,214.62,2.09,13.67,1.76,Imbabura,2225
2022-03-10,156.58,1.93,12.87,4.03,Imbabura,2225
2022-03-11,185.93,2.1,12.68,6.0,Imbabura,2225
2022-03-12,201.81,2.11,12.76,14.38,Imbabura,2225
2022-03-13,226.86,2.29,13.11,8.08,Imbabura,2225
2022-03-14,217.35,2.44,13.46,3.87,Imbabura,2225
2022-03-15,179.72,2.14,13.03,7.4,Imbabura,2225
2022-03-16,174.01,1.37,13.04,18.12,Imbabura,2225
2022-03-17,177.15,1.17,13.14,2.05,Imbabura,2225
2022-03-18,155.05,1.42,13.27,2.25,Imbabura,2225
2022-03-19,113.4,2.17,12.98,9.37,Imbabura,2225
2022-03-20,178.12,1.66,12.59,6.37,Imbabura,2225
2022-03-21,191.82,1.61,13.19,3.34,Imbabura,2225
2022-03-22,172.53,1.46,13.57,5.02,Imbabura,2225
2022-03-23,146.58,1.81,13.88,6.15,Imbabura,2225
2022-03-24,151.05,1.67,13.51,2.35,Imbabura,2225
2022-03-25,160.91,2.3,13.49,4.28,Imbabura,2225
2022-03-26,100.28,1.77,13.05,4.19,Imbabura,2225
2022-03-27,117.23,2.14,13.29,6.14,Imbabura,2225
2022-03-28,188.69,2.41,12.16,3.22,Imbabura,2225
2022-03-29,162.28,1.41,12.45,6.8,Imbabura,2225
2022-03-30,186.9,1.4,13.48,7.81,Imbabura,2225
2022-03-31,155.81,1.3,12.77,12.1,Imbabura,2225
2022-04-01,172.06,1.98,12.84,5.1,Imbabura,2225
2022-04-02,151.88,2.28,13.22,1.62,Imbabura,2225
2022-04-03,179.66,2.14,12.71,0.04,Imbabura,2225
2022-04-04,161.54,2.09,13.74,6.83,Imbabura,2225
2022-04-05,210.93,2.34,13.31,6.44,Imbabura,2225
2022-04-06,190.98,2.7,12.97,4.81,Imbabura,2225
2022-04-07,164.92,2.02,13.18,2.96,Imbabura,2225
2022-04-08,140.76,1.99,13.57,1.0,Imbabura,2225
2022-04-09,165.47,1.88,13.53,5.12,Imbabura,2225
2022-04-10,172.33,1.94,13.59,2.48,Imbabura,2225
2022-04-11,164.03,2.07,13.39,2.64,Imbabura,2225
2022-04-12,129.88,2.83,13.04,1.64,Imbabura,2225
2022-04-13,132.5,2.56,13.1,2.47,Imbabura,2225
2022-04-14,134.98,2.71,13.36,3.29,Imbabura,2225
2022-04-15,163.89,3.49,13.92,1.62,Imbabura,2225
2022-04-16,158.04,2.95,13.95,3.44,Imbabura,2225
2022-04-17,150.47,2.27,13.51,7.17,Imbabura,2225
2022-04-18,153.97,1.72,13.46,10.35,Imbabura,2225
2022-04-19,132.08,1.37,13.1,10.3,Imbabura,2225
2022-04-20,136.53,2.5,12.77,17.26,Imbabura,2225
2022-04-21,194.01,2.38,12.01,4.56,Imbabura,2225
2022-04-22,171.77,2.64,11.88,4.52,Imbabura,2225
2022-04-23,201.74,2.51,12.27,6.84,Imbabura,2225
2022-04-24,175.25,1.73,12.63,29.59,Imbabura,2225
2022-04-25,155.14,2.33,13.33,2.16,Imbabura,2225
2022-04-26,156.04,2.24,12.75,1.86,Imbabura,2225
2022-04-27,189.85,1.88,13.06,1.94,Imbabura,2225
2022-04-28,157.37,1.8,13.23,2.04,Imbabura,2225
2022-04-29,147.97,2.84,13.45,4.73,Imbabura,2225
2022-04-30,142.14,4.87,11.78,4.56,Imbabura,2225
2022-05-01,154.96,3.39,11.87,0.34,Imbabura,2225
2022-05-02,182.8,2.62,12.86,0.04,Imbabura,2225
2022-05-03,189.76,2.62,13.5,0.89,Imbabura,2225
2022-05-04,130.42,2.8,13.03,3.17,Imbabura,2225
2022-05-05,106.52,2.5,12.92,12.0,Imbabura,2225
2022-05-06,146.44,1.98,13.2,3.4,Imbabura,2225
2022-05-07,186.59,2.54,13.58,3.55,Imbabura,2225
2022-05-08,162.67,3.15,13.6,3.16,Imbabura,2225
2022-05-09,151.79,2.67,13.58,0.9,Imbabura,2225
2022-05-10,139.1,2.31,13.26,7.9,Imbabura,2225
2022-05-11,175.44,2.0,13.87,9.01,Imbabura,2225
2022-05-12,164.26,2.33,13.38,8.57,Imbabura,2225
2022-05-13,122.97,3.09,13.05,2.26,Imbabura,2225
2022-05-14,132.87,2.69,13.22,8.27,Imbabura,2225
2022-05-15,190.78,2.86,13.52,5.21,Imbabura,2225
2022-05-16,122.83,3.02,12.39,9.58,Imbabura,2225
2022-05-17,125.93,2.73,12.7,7.2,Imbabura,2225
2022-05-18,130.88,2.51,12.8,8.22,Imbabura,2225
2022-05-19,166.97,2.37,12.99,3.56,Imbabura,2225
2022-05-20,158.93,2.31,13.13,0.23,Imbabura,2225
2022-05-21,181.55,1.85,13.18,0.17,Imbabura,2225
2022-05-22,165.53,2.14,13.67,3.05,Imbabura,2225
2022-05-23,151.54,2.29,13.18,4.23,Imbabura,2225
2022-05-24,181.02,2.54,12.69,5.18,Imbabura,2225
2022-05-25,159.48,3.9,12.71,0.95,Imbabura,2225
2022-05-26,138.61,4.89,12.08,2.2,Imbabura,2225
2022-05-27,162.3,4.67,11.72,0.36,Imbabura,2225
2022-05-28,145.81,3.1,11.65,5.83,Imbabura,2225
2022-05-29,168.96,3.45,11.86,1.78,Imbabura,2225
2022-05-30,118.17,2.57,11.9,0.23,Imbabura,2225
2022-05-31,163.27,2.0,12.56,2.31,Imbabura,2225
2022-06-01,151.0,0.72,13.04,10.08,Imbabura,2225
2022-06-02,143.87,1.3,12.51,6.78,Imbabura,2225
2022-06-03,132.76,1.33,11.95,10.65,Imbabura,2225
2022-06-04,144.04,1.94,12.61,12.08,Imbabura,2225
2022-06-05,129.72,1.98,12.74,5.73,Imbabura,2225
2022-06-06,127.24,2.08,12.89,2.85,Imbabura,2225
2022-06-07,119.32,1.85,12.85,1.8,Imbabura,2225
2022-06-08,139.48,1.24,12.63,3.07,Imbabura,2225
2022-06-09,148.42,1.6,12.84,3.06,Imbabura,2225
2022-06-10,148.81,2.15,12.58,4.38,Imbabura,2225
2022-06-11,107.84,3.37,11.46,12.52,Imbabura,2225
2022-06-12,155.95,3.82,12.06,3.12,Imbabura,2225
2022-06-13,142.71,3.07,11.94,0.32,Imbabura,2225
2022-06-14,137.9,2.6,11.73,0.26,Imbabura,2225
2022-06-15,162.87,2.99,11.89,0.01,Imbabura,2225
2022-06-16,163.56,2.66,12.22,0.0,Imbabura,2225
2022-06-17,124.15,1.63,12.53,2.5,Imbabura,2225
2022-06-18,127.27,1.75,12.98,8.48,Imbabura,2225
2022-06-19,180.24,2.54,12.25,2.58,Imbabura,2225
2022-06-20,127.27,2.99,11.97,3.89,Imbabura,2225
2022-06-21,157.65,2.59,12.27,1.14,Imbabura,2225
2022-06-22,157.68,3.11,12.14,8.21,Imbabura,2225
2022-06-23,141.31,3.72,12.09,7.53,Imbabura,2225
2022-06-24,126.03,4.08,11.99,3.75,Imbabura,2225
2022-06-25,177.9,4.07,10.77,3.75,Imbabura,2225
2022-06-26,121.85,4.45,9.77,0.82,Imbabura,2225
2022-06-27,170.24,2.79,11.63,0.0,Imbabura,2225
2022-06-28,161.17,2.44,11.49,2.41,Imbabura,2225
2022-06-29,128.54,2.86,11.52,2.95,Imbabura,2225
2022-06-30,153.07,2.23,12.47,1.54,Imbabura,2225
2022-07-01,179.29,2.48,12.81,0.19,Imbabura,2225
2022-07-02,131.77,3.33,12.22,0.64,Imbabura,2225
2022-07-03,118.73,4.99,12.23,5.18,Imbabura,2225
2022-07-04,131.2,4.9,11.32,3.38,Imbabura,2225
2022-07-05,152.22,4.5,10.75,1.48,Imbabura,2225
2022-07-06,127.04,4.17,11.87,0.68,Imbabura,2225
2022-07-07,179.88,4.75,11.44,0.43,Imbabura,2225
2022-07-08,129.77,4.66,12.21,3.34,Imbabura,2225
2022-07-09,151.0,4.47,12.45,2.09,Imbabura,2225
2022-07-10,137.88,3.57,12.48,0.62,Imbabura,2225
2022-07-11,144.96,2.34,12.15,3.84,Imbabura,2225
2022-07-12,148.5,2.34,12.51,4.89,Imbabura,2225
2022-07-13,111.4,3.26,12.05,4.93,Imbabura,2225
2022-07-14,166.26,2.39,12.28,2.13,Imbabura,2225
2022-07-15,172.49,1.91,12.74,10.24,Imbabura,2225
2022-07-16,130.32,2.55,12.89,2.37,Imbabura,2225
2022-07-17,104.85,4.64,11.86,8.57,Imbabura,2225
2022-07-18,142.91,8.01,10.75,1.59,Imbabura,2225
2022-07-19,146.69,5.14,12.4,0.51,Imbabura,2225
2022-07-20,143.46,4.61,11.4,0.88,Imbabura,2225
2022-07-21,154.53,3.37,11.73,0.17,Imbabura,2225
2022-07-22,147.5,2.52,11.95,0.61,Imbabura,2225
2022-07-23,129.18,1.84,12.3,8.76,Imbabura,2225
2022-07-24,131.57,1.71,12.25,6.72,Imbabura,2225
2022-07-25,103.49,2.41,12.19,6.78,Imbabura,2225
2022-07-26,149.76,3.07,12.1,5.96,Imbabura,2225
2022-07-27,160.42,3.31,11.27,3.13,Imbabura,2225
2022-07-28,189.53,2.55,12.14,5.35,Imbabura,2225
2022-07-29,188.02,3.36,12.2,3.51,Imbabura,2225
2022-07-30,164.29,3.02,12.58,0.04,Imbabura,2225
2022-07-31,155.12,2.26,12.67,3.4,Imbabura,2225
2022-08-01,150.47,2.2,12.82,0.75,Imbabura,2225
2022-08-02,138.12,2.48,12.37,1.23,Imbabura,2225
2022-08-03,121.92,2.6,12.44,0.33,Imbabura,2225
2022-08-04,142.02,3.21,11.88,2.39,Imbabura,2225
2022-08-05,118.9,3.22,12.08,5.43,Imbabura,2225
2022-08-06,156.44,3.62,11.8,1.16,Imbabura,2225
2022-08-07,160.65,3.59,11.9,0.11,Imbabura,2225
2022-08-08,136.3,3.39,12.23,3.36,Imbabura,2225
2022-08-09,154.59,4.77,11.97,4.43,Imbabura,2225
2022-08-10,157.86,5.08,11.74,6.82,Imbabura,2225
2022-08-11,157.37,5.01,11.45,1.58,Imbabura,2225
2022-08-12,178.62,3.48,11.35,0.04,Imbabura,2225
2022-08-13,178.2,2.28,11.51,1.31,Imbabura,2225
2022-08-14,172.65,2.64,11.01,0.63,Imbabura,2225
2022-08-15,179.4,2.87,12.3,0.02,Imbabura,2225
2022-08-16,182.47,3.27,12.3,0.03,Imbabura,2225
2022-08-17,160.43,2.17,12.44,0.44,Imbabura,2225
2022-08-18,161.1,2.24,13.48,1.01,Imbabura,2225
2022-08-19,170.62,4.97,12.26,2.35,Imbabura,2225
2022-08-20,149.42,6.11,11.9,1.38,Imbabura,2225
2022-08-21,152.82,4.03,12.06,0.06,Imbabura,2225
2022-08-22,161.91,3.77,11.71,0.0,Imbabura,2225
2022-08-23,191.55,3.3,12.2,0.0,Imbabura,2225
2022-08-24,154.03,3.69,11.43,0.0,Imbabura,2225
2022-08-25,115.98,3.3,12.02,0.01,Imbabura,2225
2022-08-26,164.22,2.72,11.59,0.0,Imbabura,2225
2022-08-27,167.49,2.67,12.11,0.12,Imbabura,2225
2022-08-28,152.09,3.44,12.21,0.34,Imbabura,2225
2022-08-29,154.96,5.96,11.3,1.88,Imbabura,2225
2022-08-30,129.97,3.79,11.65,0.46,Imbabura,2225
2022-08-31,163.9,3.11,11.82,0.05,Imbabura,2225
2022-09-01,213.41,2.31,12.85,0.0,Imbabura,2225
2022-09-02,169.6,2.64,13.1,0.83,Imbabura,2225
2022-09-03,154.75,4.03,12.89,1.25,Imbabura,2225
2022-09-04,140.35,5.83,11.44,0.17,Imbabura,2225
2022-09-05,91.78,5.88,10.9,0.37,Imbabura,2225
2022-09-06,132.63,6.16,10.66,1.86,Imbabura,2225
2022-09-07,134.69,3.18,11.98,0.23,Imbabura,2225
2022-09-08,168.71,2.68,12.56,0.0,Imbabura,2225
2022-09-09,199.32,3.47,12.29,0.08,Imbabura,2225
2022-09-10,121.45,5.07,12.44,0.88,Imbabura,2225
2022-09-11,130.69,4.24,12.52,0.06,Imbabura,2225
2022-09-12,212.54,2.46,12.89,1.97,Imbabura,2225
2022-09-13,197.97,1.68,12.78,1.06,Imbabura,2225
2022-09-14,147.78,2.15,13.22,0.95,Imbabura,2225
2022-09-15,157.11,3.19,12.77,15.01,Imbabura,2225
2022-09-16,128.27,2.88,12.39,8.91,Imbabura,2225
2022-09-17,158.21,3.28,11.5,4.11,Imbabura,2225
2022-09-18,165.37,2.96,12.18,0.05,Imbabura,2225
2022-09-19,203.74,2.35,12.25,1.16,Imbabura,2225
2022-09-20,167.85,2.46,12.18,2.38,Imbabura,2225
2022-09-21,184.79,2.24,12.25,1.07,Imbabura,2225
2022-09-22,183.9,2.05,13.37,0.54,Imbabura,2225
2022-09-23,203.8,2.64,13.24,0.2,Imbabura,2225
2022-09-24,159.85,2.62,12.28,2.22,Imbabura,2225
2022-09-25,143.8,2.7,12.74,0.74,Imbabura,2225
2022-09-26,157.85,3.46,12.78,0.05,Imbabura,2225
2022-09-27,189.59,3.72,12.23,0.01,Imbabura,2225
2022-09-28,146.34,2.8,12.27,1.38,Imbabura,2225
2022-09-29,184.39,1.99,13.0,0.8,Imbabura,2225
2022-09-30,201.43,2.43,13.09,7.62,Imbabura,2225
2022-10-01,181.79,4.83,12.58,3.23,Imbabura,2225
2022-10-02,145.43,5.89,11.69,0.03,Imbabura,2225
2022-10-03,163.85,3.44,13.01,0.01,Imbabura,2225
2022-10-04,154.54,1.9,13.05,2.44,Imbabura,2225
2022-10-05,153.77,1.66,13.15,9.58,Imbabura,2225
2022-10-06,158.41,1.37,13.31,11.24,Imbabura,2225
2022-10-07,140.95,1.21,13.14,8.15,Imbabura,2225
2022-10-08,159.52,2.36,12.74,2.5,Imbabura,2225
2022-10-09,145.65,3.97,12.5,0.07,Imbabura,2225
2022-10-10,182.83,4.13,12.17,0.03,Imbabura,2225
2022-10-11,145.03,3.57,12.54,0.1,Imbabura,2225
2022-10-12,143.65,2.05,12.87,1.99,Imbabura,2225
2022-10-13,140.6,1.8,12.82,2.87,Imbabura,2225
2022-10-14,153.91,1.17,11.88,22.37,Imbabura,2225
2022-10-15,116.42,2.24,12.73,13.89,Imbabura,2225
2022-10-16,140.85,2.15,13.39,2.36,Imbabura,2225
2022-10-17,129.4,1.5,13.12,11.55,Imbabura,2225
2022-10-18,133.14,1.7,13.7,16.03,Imbabura,2225
2022-10-19,136.36,1.6,13.78,12.69,Imbabura,2225
2022-10-20,154.18,2.26,13.14,4.97,Imbabura,2225
2022-10-21,153.35,2.12,12.98,7.58,Imbabura,2225
2022-10-22,164.43,1.57,13.01,6.37,Imbabura,2225
2022-10-23,133.62,1.99,13.09,2.82,Imbabura,2225
2022-10-24,162.85,1.68,13.2,0.63,Imbabura,2225
2022-10-25,176.44,1.81,13.46,2.43,Imbabura,2225
2022-10-26,135.3,2.74,13.23,3.99,Imbabura,2225
2022-10-27,151.13,2.55,13.29,1.83,Imbabura,2225
2022-10-28,175.31,2.63,13.24,2.86,Imbabura,2225
2022-10-29,187.71,3.01,13.54,0.24,Imbabura,2225
2022-10-30,173.34,2.73,12.99,2.33,Imbabura,2225
2022-10-31,224.08,1.71,13.76,3.02,Imbabura,2225
2022-11-01,146.69,2.05,14.41,1.28,Imbabura,2225
2022-11-02,121.3,3.61,13.14,7.2,Imbabura,2225
2022-11-03,123.0,2.41,12.86,2.42,Imbabura,2225
2022-11-04,169.72,1.59,13.44,1.8,Imbabura,2225
2022-11-05,157.59,1.6,12.88,4.91,Imbabura,2225
2022-11-06,214.91,1.51,13.61,0.31,Imbabura,2225
2022-11-07,160.21,1.9,13.7,2.41,Imbabura,2225
2022-11-08,176.65,1.44,13.54,2.76,Imbabura,2225
2022-11-09,122.68,1.71,12.54,5.83,Imbabura,2225
2022-11-10,153.43,1.65,12.42,1.31,Imbabura,2225
2022-11-11,166.75,1.81,12.98,0.63,Imbabura,2225
2022-11-12,129.49,2.09,13.09,2.21,Imbabura,2225
2022-11-13,200.38,2.61,13.31,1.07,Imbabura,2225
2022-11-14,154.7,1.4,13.26,3.8,Imbabura,2225
2022-11-15,126.83,2.46,12.96,6.2,Imbabura,2225
2022-11-16,147.09,2.38,13.06,3.12,Imbabura,2225
2022-11-17,125.78,1.84,12.95,2.67,Imbabura,2225
2022-11-18,131.36,1.6,13.58,3.93,Imbabura,2225
2022-11-19,139.15,1.56,14.1,0.48,Imbabura,2225
2022-11-20,133.95,1.97,14.11,2.23,Imbabura,2225
2022-11-21,118.84,2.09,13.7,11.27,Imbabura,2225
2022-11-22,170.05,2.68,13.23,4.34,Imbabura,2225
2022-11-23,177.62,2.15,13.33,0.93,Imbabura,2225
2022-11-24,169.62,1.47,13.3,0.88,Imbabura,2225
2022-11-25,143.32,1.65,14.04,4.99,Imbabura,2225
2022-11-26,139.74,1.5,13.73,0.72,Imbabura,2225
2022-11-27,127.89,0.98,13.42,2.41,Imbabura,2225
2022-11-28,112.46,2.21,12.97,3.46,Imbabura,2225
2022-11-29,186.56,2.67,12.51,1.29,Imbabura,2225
2022-11-30,161.63,2.67,12.32,1.04,Imbabura,2225
2022-12-01,168.53,3.35,12.46,1.0,Imbabura,2225
2022-12-02,117.25,3.15,12.32,6.55,Imbabura,2225
2022-12-03,133.6,1.35,12.24,19.42,Imbabura,2225
2022-12-04,141.57,2.14,11.65,4.52,Imbabura,2225
2022-12-05,209.78,1.91,12.22,3.45,Imbabura,2225
2022-12-06,128.74,1.31,13.14,2.05,Imbabura,2225
2022-12-07,130.69,1.6,12.78,1.43,Imbabura,2225
2022-12-08,160.3,1.61,12.76,1.48,Imbabura,2225
2022-12-09,118.14,1.86,12.86,1.43,Imbabura,2225
2022-12-10,133.47,2.22,12.54,2.13,Imbabura,2225
2022-12-11,111.24,1.74,12.57,0.11,Imbabura,2225
2022-12-12,158.04,1.52,12.82,0.05,Imbabura,2225
2022-12-13,118.17,2.12,12.49,0.55,Imbabura,2225
2022-12-14,133.73,2.96,12.32,1.37,Imbabura,2225
2022-12-15,95.5,2.86,12.83,0.59,Imbabura,2225
2022-12-16,133.67,2.31,12.68,2.9,Imbabura,2225
2022-12-17,172.56,2.34,12.79,2.33,Imbabura,2225
2022-12-18,151.38,1.93,12.88,4.74,Imbabura,2225
2022-12-19,167.86,1.86,12.66,1.56,Imbabura,2225
2022-12-20,143.39,2.67,12.29,0.08,Imbabura,2225
2022-12-21,141.87,2.59,12.4,0.02,Imbabura,2225
2022-12-22,149.38,2.71,12.91,0.0,Imbabura,2225
2022-12-23,168.03,2.38,13.13,2.69,Imbabura,2225
2022-12-24,137.53,1.95,13.58,1.39,Imbabura,2225
2022-12-25,132.2,1.08,13.11,10.77,Imbabura,2225
2022-12-26,100.66,2.22,12.41,3.86,Imbabura,2225
2022-12-27,144.24,1.7,12.64,0.63,Imbabura,2225
2022-12-28,117.8,1.08,13.55,0.61,Imbabura,2225
2022-12-29,168.07,1.68,14.08,0.22,Imbabura,2225
2022-12-30,127.73,0.94,13.35,4.23,Imbabura,2225
2022-12-31,112.17,1.81,12.35,4.17,Imbabura,2225
2023-01-01,164.72,2.16,11.89,10.81,Imbabura,2225
2023-01-02,127.26,2.47,12.36,3.83,Imbabura,2225
2023-01-03,153.68,3.22,12.24,3.49,Imbabura,2225
2023-01-04,171.75,2.71,12.8,1.31,Imbabura,2225
2023-01-05,103.25,1.78,11.87,2.18,Imbabura,2225
2023-01-06,124.63,1.32,12.36,5.87,Imbabura,2225
2023-01-07,126.2,1.25,12.29,10.02,Imbabura,2225
2023-01-08,121.63,1.61,12.37,2.86,Imbabura,2225
2023-01-09,141.85,1.95,12.45,6.2,Imbabura,2225
2023-01-10,151.99,2.17,12.25,16.59,Imbabura,2225
2023-01-11,141.95,1.37,12.21,12.59,Imbabura,2225
2023-01-12,139.47,1.32,12.53,3.89,Imbabura,2225
2023-01-13,128.8,0.92,12.13,8.6,Imbabura,2225
2023-01-14,141.99,1.49,11.8,10.86,Imbabura,2225
2023-01-15,158.53,1.54,12.05,8.07,Imbabura,2225
2023-01-16,159.9,1.15,12.06,1.11,Imbabura,2225
2023-01-17,125.53,1.51,12.57,0.57,Imbabura,2225
2023-01-18,113.28,1.6,12.56,2.24,Imbabura,2225
2023-01-19,149.18,1.5,12.16,9.55,Imbabura,2225
2023-01-20,165.24,1.68,11.59,4.21,Imbabura,2225
2023-01-21,103.64,1.22,12.22,3.24,Imbabura,2225
2023-01-22,137.46,2.28,12.37,1.47,Imbabura,2225
2023-01-23,169.76,3.8,12.05,2.87,Imbabura,2225
2023-01-24,158.02,3.93,11.91,2.06,Imbabura,2225
2023-01-25,178.57,2.63,12.29,0.22,Imbabura,2225
2023-01-26,172.83,1.79,12.64,0.04,Imbabura,2225
2023-01-27,178.82,1.16,13.79,0.09,Imbabura,2225
2023-01-28,197.72,2.18,14.08,0.03,Imbabura,2225
2023-01-29,188.76,2.64,12.46,0.16,Imbabura,2225
2023-01-30,155.49,2.02,12.45,1.27,Imbabura,2225
2023-01-31,152.04,1.89,12.8,5.05,Imbabura,2225
2023-02-01,142.79,1.61,12.87,2.45,Imbabura,2225
2023-02-02,135.21,2.43,13.24,0.25,Imbabura,2225
2023-02-03,170.18,2.45,12.16,0.35,Imbabura,2225
2023-02-04,172.59,2.62,12.49,0.48,Imbabura,2225
2023-02-05,134.93,3.04,12.31,3.03,Imbabura,2225
